"ID"";""Código"";""Descrição"";""Unidade"";""NCM"";""Origem"";""Preço"";""Valor IPI fixo"";""Observações"";""Situação"";""Estoque"";""Preço de custo"";""Cód. no fornecedor"";""Fornecedor"";""Localização"";""Estoque máximo"";""Estoque mínimo"";""Peso líquido (Kg)"";""Peso bruto (Kg)"";""GTIN/EAN"";""GTIN/EAN da Embalagem"";""Largura do produto"";""Altura do Produto"";""Profundidade do produto"";""Data Validade"";""Descrição do Produto no Fornecedor"";""Descrição Complementar"";""Itens p/ caixa"";""Produto Variação"";""Tipo Produção"";""Classe de enquadramento do IPI"";""Código na Lista de Serviços"";""Tipo do item"";""Grupo de Tags/Tags"";""Tributos"";""Código Pai"";""Código Integração"";""Grupo de produtos"";""Marca"";""CEST"";""Volumes"";""Descrição Curta"";""Cross-Docking"";""URL Imagens Externas"";""Link Externo"";""Meses Garantia no Fornecedor"";""Clonar dados do pai"";""Condição do Produto"";""Frete Grátis"";""Número FCI"";""Vídeo"";""Departamento"";""Unidade de Medida"";""Preço de Compra"";""Valor base ICMS ST para retenção"";""Valor ICMS ST para retenção"";""Valor ICMS próprio do substituto"";""Categoria do produto"";""Informações Adicionais"
""16515081299"";""1549	"";""PINGENTE MENINO C ZIRC BANH OURO 18K-P16581D"";""UN"";""7113.20.00"";""0"";""32,90"";""0,00"";"""";""Ativo"";""0,00"";""5,18"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""5,18"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16514529139"";""1548	"";""PULSEIRA COM ZIRCONIAS BANH OURO 18K - L2149"";""UN"";""7113.20.00"";""0"";""97,50"";""0,00"";"""";""Ativo"";""1,00"";""18,95"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""18,95"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16513966787"";""1547	"";""PULSEIRA DUPLA CORRENTARIA BANH OURO18K-PL05061"";""UN"";""7113.20.00"";""0"";""89,90"";""0,00"";"""";""Ativo"";""1,00"";""17,76"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""17,76"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16513963745"";""1546	"";""PULSEIRA DUPLA  CORRENTARIA BANH OURO18K-PL05061"";"""";"""";""0"";""89,90"";""0,00"";"""";""Ativo"";""0,00"";""0,00"";""	"";"""";"""";""0,00"";""0,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";"""";"""";""0,00"";"""";""0"";"""";"""";"""";""0"";"""";""0"";"""";"""";"""";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Metros"";""0,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16512019100"";""1545	"";""ANEL PEDRA RETANGULAR C MICRO ZIRCONIAS BANH OURO 18K- AGF925"";""UN"";""7113.20.00"";""0"";""79,90"";""0,00"";"""";""Ativo"";""1,00"";""19,07"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""19,07"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16512014194"";""1544	"";""ANEL MICRO C ZIRCONIAS C PEDRA 5MM BANH OURO 18K- AGF1047"";""UN"";""7113.20.00"";""0"";""109,90"";""0,00"";"""";""Ativo"";""2,00"";""23,92"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""23,92"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511949053"";""1543	"";""BRINCO ARGOLINHA BASE BANH OURO 18 C GOTA ZIRCONIA G -13517"";""UN"";""7113.20.00"";""0"";""59,90"";""0,00"";"""";""Ativo"";""1,00"";""13,40"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""13,40"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511940285"";""1542	"";""BRINCO ARGOLA BANH OURO 18K C ZIRCONIA RED 6MM -GFBR220"";""UN"";""7113.20.00"";""0"";""54,90"";""0,00"";"""";""Ativo"";""3,00"";""10,66"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""10,66"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511882203"";""1541	"";""BRINCO ARGOLINHA C PEDRA C GARRAS BANH OURO 18K- BR05337"";""UN"";""7113.20.00"";""0"";""49,90"";""0,00"";"""";""Ativo"";""1,00"";""11,74"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""11,74"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511863625"";""1540	"";""BRINCO OLHO GREGO BANH OURO 18K -BR4474"";""UN"";""7113.20.00"";""0"";""29,90"";""0,00"";"""";""Ativo"";""2,00"";""6,36"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""6,36"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511851384"";""1539	"";""BRINCO FIO ZIRCONIAS C BASE BANH OURO 18K- 13509"";""UN"";""7113.20.00"";""0"";""27,90"";""0,00"";"""";""Ativo"";""4,00"";""5,48"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""5,48"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511848678"";""1538	"";""BRINCO FIO ZIRCONIAS C BASE BANH OURO 18K PEQ - 13507"";""UN"";""7113.20.00"";""0"";""19,90"";""0,00"";"""";""Ativo"";""4,00"";""3,66"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""3,66"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511839255"";""1537	"";""BRINCO ARGOLINHA C CORACAO ZIRCONIA BANH OURO 18K- EB77C"";""UN"";""7113.20.00"";""0"";""49,90"";""0,00"";"""";""Ativo"";""1,00"";""12,00"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""12,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511811311"";""1536	"";""BRINCO ARGOLINHA C ESTRELA CRISTAL PEQ BANH OURO 18K- BR04458"";""UN"";""7113.20.00"";""0"";""49,90"";""0,00"";"""";""Ativo"";""2,00"";""10,90"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""10,90"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511805102"";""1535	"";""GARGANTILHA FILHAS C ZIRCONIAS BANH OURO 18K- 13550"";""UN"";""7113.20.00"";""0"";""129,90"";""0,00"";"""";""Ativo"";""1,00"";""45,00"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NÃO ESPECIFICADO"";""NÃO"";"""";"""";"""";""Centímetro"";""45,00"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511801197"";""1534	"";""BRINCO FIO ZRIOCNIAS BASE BANH OURO 18K MED -BR06470"";""UN"";""7113.20.00"";""0"";""24,90"";""0,00"";"""";""Ativo"";""2,00"";""4,99"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""4,99"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511797383"";""1533	"";""BRINCO PONTO LUZ BASE BANH OURO 18K- BR1082"";""UN"";""7113.20.00"";""0"";""34,90"";""0,00"";"""";""Ativo"";""1,00"";""6,90"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""6,90"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511787631"";""1532	"";""PIERCING FAKE MEIO TORCIDO BANH OURO 18K - BR06531"";""UN"";""7113.20.00"";""0"";""29,90"";""0,00"";"""";""Ativo"";""5,00"";""6,15"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""6,15"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511784788"";""1531	"";""PIERCING FAKE LISO BANH OURO 18K- BR4802"";""UN"";""7113.20.00"";""0"";""15,90"";""0,00"";"""";""Ativo"";""5,00"";""2,45"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""2,45"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511782282"";""1530	"";""PIERCING FAKE CORACAO VAZADO BANH OURO 18K- BR05648"";""UN"";""7113.20.00"";""0"";""27,90"";""0,00"";"""";""Ativo"";""3,00"";""3,74"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""3,74"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511779107"";""1529	"";""PIERCING FAKE LUXO CRAVEJADO BANH OURO 18K- BR05952"";""UN"";""7113.20.00"";""0"";""59,90"";""0,00"";"""";""Ativo"";""5,00"";""12,41"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""12,41"";""0,0000"";""0,0000"";""0,0000"";"""";""""
""16511623746"";""1528	"";""PIERCING FAKE C PING CORACAO BANH OURO 18K- BR06034"";""UN"";""7113.20.00"";""0"";""25,90"";""0,00"";"""";""Ativo"";""4,00"";""4,63"";""	"";""HALINNE SEMI JOIAS LTDA"";"""";""0,00"";""1,00"";""0,000"";""0,000"";""	"";""	"";""0,00"";""0,00"";""0,00"";"""";"""";"""";""0,00"";"""";""Própria"";"""";"""";""Mercadoria para Revenda"";"""";""0,00"";"""";""0"";"""";""HALINNE SEMIJOIAS"";""28.058.00"";""0"";"""";""0"";"""";"""";""0"";""NÃO"";""NOVO"";""NÃO"";"""";"""";"""";""Centímetro"";""4,63"";""0,0000"";""0,0000"";""0,0000"";"""";""""
